content,clean_content,kmeans_cluster,pca_x,pca_y,hdbscan_cluster
"Love the app. Prefer the desktop over the mobile app but that's true for all apps for me. Regarding some of the other comments, I'd suggest you forward the suggestions to the business team rather than the development team. As a software engineer myself I speak from experience when I say we generally just follow orders from the business; we don't make the decisions. (Although we do often take the blame 🤪)",love prefer desktop mobile true apps regarding comments would suggest forward suggestions business team rather development team software engineer speak experience say generally follow orders business make decisions although often take blame,2,0.1558323,0.30445343,-1
"My number 1 stock watching both app and website! The UI is awesome and customisable. TradingView offers a lot for almost next to nothing but if you're serious about trading and watching trends, good articles, indicators, etc I strongly recommend the subscription. So, so far so good, keep it up TV.",number stock watching website ui awesome customisable tradingview offers lot almost next nothing serious trading watching trends good articles indicators etc strongly recommend subscription far good keep tv,0,0.43420076,-0.0871836,1
"Now coming up on a whole year of using TradingView I can truly say this is the best app to use for charting and gathering information on stocks, cryptocurrencies and forex. The app is very easy to use and is put together very well. The company is always making the app better with new and improved changes to it. If a person decides to go and attached a broker to Traderview, the power of the platform really comes out and shines. I have used the free version for about four months, then I upgraded.",coming whole year using tradingview truly say best use charting gathering information stocks cryptocurrencies forex easy use put together well company always making better new improved changes person decides go attached broker traderview power platform really comes shines used free version four months upgraded,0,0.4840672,-0.14914978,-1
"Can u add a feature to easily scroll through the watchlist with a finger guesture. Like swipe down /up on the name of the stock makes the chart change to that of the previous/next from the watchlist. Currently, Its very cumbersome to access watchlist on hand held devices. Desktop app has keyboard shortcuts to do this..",add feature easily scroll watchlist finger guesture like swipe name stock makes chart change previousnext watchlist currently cumbersome access watchlist hand held devices desktop keyboard shortcuts,2,0.040683266,0.047883227,-1
"I love TradingView’s tools but think it’d be even better with an in-platform trading bot. Right now, we have to link to external exchanges like Binance or Bybit to use bots, which adds extra steps. If TradingView created its own bot, it could trade directly from the platform, using the user’s preferred indicators and style without the need for third-party connections. This would make trading easier, faster, and more accessible, allowing users to manage everything from a single platform.",love tradingview ’ tools think would even better inplatform trading bot right link external exchanges like binance bybit use bots adds extra steps tradingview created bot could trade directly platform using user ’ preferred indicators style without need thirdparty connections would make trading easier faster accessible allowing users manage everything single platform,0,0.44884995,-0.063462935,1
Great app. I primarily use the desktop version for the full features but the app on my phone allows for quick checks. Of particular interest for me are the alerts based on practically anything you want that are pushed directly to your cell or email. This is a great feature for anyone who is not an active daytrader glued to a screen all day.,great primarily use desktop version full features phone allows quick checks particular interest alerts based practically anything want pushed directly cell email great feature anyone active daytrader glued screen day,2,0.21878685,0.3730618,-1
it's soo convenient and friendly for analysis,soo convenient friendly analysis,2,0.20863354,0.07001133,1
"as you would expect, this is not the easiest app to use on a phone simply because there's not enough real estate. But the adoption from the website is absolutely flawless! The app runs very smooth and is by far the best one that Ive found for mobile charting.",would expect easiest use phone simply enough real estate adoption website absolutely flawless runs smooth far best one found mobile charting,2,0.27977443,0.25540775,-1
This is one of the best Chart Reading application. Thank you.,one best chart reading application thank,0,0.26065576,-0.2960071,-1
Very useful app for begineers and paper trading strategy,useful begineers paper trading strategy,0,0.35285,0.10824715,1
"The rectangle isn't working, just please fix it, when i draw it it extends on the left all the wayyy.. I can't work properly without it (only on phone this bug) (UPDATE) It was my mistake, after the update app feels extremely smooth, like always, I'd rate the app with more stars if that was possible 😁",rectangle working please fix draw extends left wayyy work properly without phone bug update mistake update feels extremely smooth like always would rate stars possible,1,-0.39565468,0.08414943,3
"EDIT: Thank you for fixing this issue, i have updated my review, 5 stars, great app! ORIGINAL REVIEW: Hate the new ""long tap"" you have to do just to see the crosshair. When using the risk reward drawing tool I can't even see where the horizontal line is, please fix this!",edit thank fixing issue updated review stars great original review hate new long tap see crosshair using risk reward drawing tool even see horizontal line please fix,1,-0.27416673,0.0014154057,-1
Been using it for years & love it. All the info I need to trade,using years love info need trade,2,-0.065708496,0.18420616,-1
"My chart on my Tecno Spark 8C is lagging, when newly installed it runs well but after shutting and starting the app, the chart becomes laggy. N.B on PC it's perfectly fine. I have reinstalled it even went to the extent of installing the oldest version available, it's still the same. N.B This started recently and hasn't been resolved. And also when I run the web version on my phone it's works perfectly fine. When I update the SW it worsened but later I decided to uninstall the update and it works",chart tecno spark c lagging newly installed runs well shutting starting chart becomes laggy nb pc perfectly fine reinstalled even went extent installing oldest version available still nb started recently resolved also run web version phone works perfectly fine update sw worsened later decided uninstall update works,3,-0.30646738,-0.21965036,0
"Hello. I install the apps into my phone for the purpose to keep updated on my trades, but what happening as of today the app keep saying error², i already on/off installing the apps coz i think the problem is on my mobile/tablet but i realized i think not the phone/tablet but instead the apps. So please can you fix these error that keep showing. Thanks hope it will fix sooner. 🤒🥺",hello install apps phone purpose keep updated trades happening today keep saying error² already onoff installing apps coz think problem mobiletablet realized think phonetablet instead apps please fix error keep showing thanks hope fix sooner,1,-0.2713925,0.26010236,-1
"The best app ever in forex, it shows clear trading.",best ever forex shows clear trading,0,0.31664938,-0.053293303,-1
I just love the app! really well designed to have quick look on the road. A good feature to add to the app is the undo button. In the desktop is alright because we always have a ctrl+z but in the app is inevitable to move something accidentally.,love really well designed quick look road good feature add undo button desktop alright always ctrlz inevitable move something accidentally,1,-0.16827327,0.26506424,3
It's still the best chart-trading analyzing platform ever.,still best charttrading analyzing platform ever,0,0.28704268,-0.31713152,-1
"It's a great app to keep an eye on market movements. The website is better for charting purely because of the larger screen resolution. But your chart preferences sync between the two making it great to check in. I upgraded to pro just to support. Really positive community to be apart of, open to share or research ideas",great keep eye market movements website better charting purely larger screen resolution chart preferences sync two making great check upgraded pro support really positive community apart open share research ideas,0,0.38637757,-0.17391565,-1
make the backtesting tool free even to lower time frames like 4h and 1h,make backtesting tool free even lower time frames like h h,2,0.021408875,0.12799671,-1
"This is a trusted app for Trading insusiast . This is the useful app for me too , This is paper allows the use of all indicater in Trading . It will reach even greater Heighest . I believe this and you will agree 💯 TOO . Thanks 🙏 .",trusted trading insusiast useful paper allows use indicater trading reach even greater heighest believe agree thanks,0,0.3819921,0.017466221,1
"I have never seen an app so smooth and flexible like that, the tools are made simple to use and understand so that you get a clearer and better understanding before you excecute trades on the Market. The one thing I would wish them to extend is pro version test period to 2 months as some of us we busy with other stuffs so we loose some of the days when we are not available!",never seen smooth flexible like tools made simple use understand get clearer better understanding excecute trades market one thing would wish extend pro version test period months us busy stuffs loose days available,0,0.45509586,0.011742678,1
"Tradingview is the most amazing software on the planet, in my opinion. The app is unbelievable as well! I am able to do everything on the android app that I can do on my PC at home, and it syncs up with my charts from my PC! Really impressive that an android app is so much like the ""real deal"". I love it!! ❤",tradingview amazing software planet opinion unbelievable well able everything android pc home syncs charts pc really impressive android much like real deal love,0,0.31233197,0.09991357,1
"This is one of the best charting app. The very existence of the app on the phone doesn't need you to go through the laptop for minute things like looking to through price, RSI chart. This is a great choice of you are always on the go and don't have time to open your laptop or desktop.",one best charting existence phone need go laptop minute things like looking price rsi chart great choice always go time open laptop desktop,0,0.2839188,-0.12212261,-1
"I would consider Trading view as the best chart platform on native mobile, its fast intuitive and seems less imposing compared to other charting platforms. Although it would be really helpful to ad order flow analysis and footprint chart to there services offered even if it would be a premium service.",would consider trading view best chart platform native mobile fast intuitive seems less imposing compared charting platforms although would really helpful ad order flow analysis footprint chart services offered even would premium service,0,0.37273696,-0.3450814,-1
"The app is very good for the most part . Drawing the trend line is my biggest gripe . If you want to move a point , instead of tapping the endpoint and moving a menu will keep popping up blocking you from moving . Also Sometimes it needs a restart to load the charts again .",good part drawing trend line biggest gripe want move point instead tapping endpoint moving menu keep popping blocking moving also sometimes needs restart load charts,3,-0.08857836,-0.23019978,-1
let's you get your investment updates quick and fast..,let us get investment updates quick fast,2,0.21242873,0.0857486,1
"Overall I love it. One minor issue - but not worth a star, so you still get the 5 stars you deserve. Regarding the small widget issue - there are times when the widgets, seemingly for no 'known' reason, go blank and need to be reinstalled. I have whitelisted the junk cleaners I use, and can't find another cause. Thanks.",overall love one minor issue worth star still get stars deserve regarding small widget issue times widgets seemingly known reason go blank need reinstalled whitelisted junk cleaners use find another thanks,1,-0.19380431,0.24935937,3
My most favorite tool for analyzing and finding new stocks! I'm thinking about trying premium next. 5 stars because everything is perfect,favorite tool analyzing finding new stocks thinking trying premium next stars everything perfect,0,0.37639222,-0.024063049,1
"I love this app very much, this is very usefull for me, very user friendly and overall experience is excellent, I am very thankful.",love much usefull user friendly overall experience excellent thankful,2,0.1220161,0.3411008,-1
very helpful tool monthly subscription should always on sale,helpful tool monthly subscription always sale,2,0.3008998,0.2776311,-1
"Great use for trading analisys. I've been a customer for a few years now. So far, no complaints. Would recommend!",great use trading analisys customer years far complaints would recommend,0,0.30634996,0.09329222,1
Awesome platform amongst all the platforms I have used.I wish the subscription rate was a little less for us to afford the premium services.,awesome platform amongst platforms usedi wish subscription rate little less us afford premium services,2,0.28538117,0.32048857,-1
Great tool for learning and earning.,great tool learning earning,2,0.34413338,0.27171305,-1
best for beginners and paper trading real experience I love it,best beginners paper trading real experience love,2,0.36389038,0.1607028,-1
Very user friendly.unmatchable .Any type of indicator u want just name it n u have it .Just magical experience.U guys r awesome man.keep u the good work.Thanks a lot.,user friendlyunmatchable type indicator want name n magical experienceyou guys r awesome mankeep good workthanks lot,2,0.16332223,0.21222074,-1
"Amazing app, I like how they mark out news events that's about to take place for the pairs. 🐾 Please add trendlines that'll act like the horizontal lines (diagonal lines). It's sometimes tiring having to drag them around the charts, thou the magnet tool makes it easy. Keep up the good work.",amazing like mark news events take place pairs please add trendlines act like horizontal lines diagonal lines sometimes tiring drag around charts thou magnet tool makes easy keep good work,0,0.17176151,-0.31019083,-1
easy to understand and learn,easy understand learn,2,0.19416983,0.3117307,-1
"It just good especially when it comes to analysis, but u need to make that ur multiple windows that someone can trace more than one pair. Like for the double, you can make it free",good especially comes analysis need make multiple windows someone trace one pair like double make free,2,0.12460444,0.26139918,-1
I am really enjoying your app trading view it has been helped alot,really enjoying trading view helped alot,0,0.23857856,-0.016455622,-1
wonderful application for all your charting needs,wonderful application charting needs,0,0.21362764,-0.17755589,-1
Good experience to use tradingview it has all I need for analyzing and how to make my move. Big up to tradingview I love it.,good experience use tradingview need analyzing make move big tradingview love,0,0.43672064,-0.073115386,1
"Easy to use, fast, flexible!",easy use fast flexible,2,0.14295678,0.30892313,-1
amazing app. no issues for me so far.,amazing issues far,1,-0.17747648,0.15016067,3
"Trading view is an amazing app, I have a clear view of the markets and this has enabled me to trade with confidence even with the free version.",trading view amazing clear view markets enabled trade confidence even free version,0,0.47536486,-0.10188862,1
the best map to look at.,best map look,2,0.029877396,0.07591353,-1
Excellent and easy to use,excellent easy use,2,0.2397937,0.3326013,-1
great app very easy use for analysis thank you so very much for this great 👍 app,great easy use analysis thank much great,0,0.2184028,0.0083307875,-1
TradingView is a very good app and I really enjoy working on it📉,tradingview good really enjoy working,0,0.43163535,0.045571543,1
"Finally able to draw horizontal trendline! - thanks devs for adding this and making life less of a hustle! Keep it up, TV folks! 👍🏼",finally able draw horizontal trendline thanks devs adding making life less hustle keep tv folks,2,0.042366892,-0.07500426,-1
Fantastic analysis and trading app!,fantastic analysis trading,0,0.38286224,-0.014387652,1
It's a very good app that helps to analyse stock details to details wonderful app 👍,good helps analyse stock details details wonderful,2,0.28798565,0.113225214,1
it's a great charting app.,great charting,0,0.27325445,-0.32029614,-1
every thing is best but you should give daily basis subscription like 1699/28= 60 par day this is suitable for every user. thank you,every thing best give daily basis subscription like par day suitable every user thank,2,0.18437184,0.2704539,-1
very good 👍 Given 5* helping me executing my trades and analysing the data almost free thank u,good given helping executing trades analysing data almost free thank,0,0.43319678,0.08330581,1
Best performance of all time,best performance time,2,-0.04805554,0.13029309,-1
very usefull and treated app in india,usefull treated india,2,0.07414725,0.30171207,2
Best Trading platform since TOS. Just the free version alone offers TREMENDOUS VALUE by itself. You can actually be successful with the free version and is all a person would need. A more serious trader would want to upgrade to a paid version just to take advantage of all the extra bells and whistles. Live data is a MUST for either vesrsion imo.,best trading platform since tos free version alone offers tremendous value actually successful free version person would need serious trader would want upgrade paid version take advantage extra bells whistles live data must either vesrsion going,0,0.46601704,0.067511946,1
I don't even have to say something good about TradingView... Everybody know TradingView is the best platform for chart analysis... Thank you for the service TradingView... 👍😁,even say something good tradingview everybody know tradingview best platform chart analysis thank service tradingview,0,0.37305844,-0.17696477,-1
Smooth and easy,smooth easy,1,-0.088077486,0.16306902,-1
"Subscribed to Premium. Getting 5 Indicators really helped me in my day trading for more confirmations before entering. Please fix the bug in mobile that the floating favorites bar needs to be moved everytime you switch from portrait to landscape. You can fix that by allowing the favorites floating bar to be locked in view, one for for landscape and one for portrait.",subscribed premium getting indicators really helped day trading confirmations entering please fix bug mobile floating favorites bar needs moved everytime switch portrait landscape fix allowing favorites floating bar locked view one landscape one portrait,1,-0.12853989,0.10830632,3
best app for analyse the market and become succesfull!,best analyse market become succesfull,0,0.30562332,0.044113044,1
just superb exp been 3 years using it it's clean if you need the backtesting to unlock just trade with fxreplay.,superb exp years using clean need backtesting unlock trade fxreplay,2,0.06647096,0.13085844,-1
this app very good because it is free paper trading,good free paper trading,2,0.29333347,0.20583238,-1
"Very fast and easy to execute. I mostly use it to close out trades, but no problems at all",fast easy execute mostly use close trades problems,2,0.13983113,0.055147056,1
It has been really helpful to me doing my technical analysis.. This app is too good and it's features are great..,really helpful technical analysis good features great,0,0.4318707,0.18313275,-1
"I am very happy with the updates...🤸 It makes everything easier, switching assets, time frames and all that good stuff. Most of all is how the tool bar is lowered 👌, atleast I don't have to stretch my thumbs all the way to the top of my phone when am using one hand😂🙌. Otherwise great job trading 👍",happy updates makes everything easier switching assets time frames good stuff tool bar lowered atleast stretch thumbs way top phone using one hand otherwise great job trading,2,0.088999346,0.14839326,-1
It's nice application and easy to use,nice application easy use,2,0.21163812,0.27120554,-1
"Quick app, nice for analysis I think the best for analysis, the features in this app , indicators and the tools to use for better analysis, are the best in my opinion",quick nice analysis think best analysis features indicators tools use better analysis best opinion,2,0.27963293,0.13930538,-1
"It has all the features you need, free option already has alot to offer for starters Probably the best trading app out there",features need free option already alot offer starters probably best trading,2,0.10436146,0.34524742,-1
"no other words, it's great for traders",words great traders,0,0.34302777,0.0633499,1
wonder ful features and tools 🥰,wonder ful features tools,2,0.15967698,0.22773896,-1
it is what holds the potential to shape my future. I love it so much,holds potential shape future love much,2,0.0558524,0.1937994,2
"Giving 5 stars is too less and inadequate for this app and service. I mean it deserve more. Before i used to use only brokerage offered charts, but after using tradong view. Data from around the globe is in my hands. THANK YOU TRADINGVIEW team. Edit 08/2022 -> I really like the new version of this too..less noice and more screen space...keep up good work and god bless this tradingview team.",giving stars less inadequate service mean deserve used use brokerage offered charts using tradong view data around globe hands thank tradingview team edit really like new version tooless noice screen spacekeep good work god bless tradingview team,0,0.38995275,-0.20082127,-1
Have been using this since 2020 full time and love every aspect! Keeps getting better and better!,using since full time love every aspect keeps getting better better,2,0.10135412,0.33018768,-1
Perfect but stop making the Replay feature premium because it's the foundation of beginning traders I hope you put this into consideration,perfect stop making replay feature premium foundation beginning traders hope put consideration,2,0.2525541,0.21804123,-1
Nice software. It helps everyday people clear the financial cloud and guides them toward a way out.,nice software helps everyday people clear financial cloud guides toward way,2,0.29821452,0.1269597,1
App works good and moves in real-time. Has been invaluable in my learning how to trade.,works good moves realtime invaluable learning trade,2,0.2915196,0.1719416,-1
FANTABULOUS....THE BEST TRADING APP. HOPE TO GET SOME NEW FUTURISTIC FEATURES IN THE COMING DAYS.,fantabulousthe best trading hope get new futuristic features coming days,2,0.28240618,0.096042916,1
"Usable basic info of stock picks Thank you for the response. Maybe some of the advance features will be available if fully subscribe. I just want to know if market depth in real time which shows bid and ask side with corresponding figures, how to access this one or is this available for free version. I am still thankful for the availability of this platform to see relevant baseline figures to make trade decisions, keep it up.",usable basic info stock picks thank response maybe advance features available fully subscribe want know market depth real time shows bid ask side corresponding figures access one available free version still thankful availability platform see relevant baseline figures make trade decisions keep,0,0.48320964,-0.038023937,1
"Absolutely awesome 👍 charting experience! In my view TRADINGVIEW has the most functional, smooth and highly customisable tool set for chartists around the world. Few features I really can't do without are - WATCHLISTS, SECTIONS, SCREENERS, PINESCRIPT (for creating customisable INDICATORS), NOTES, and offcourse world's most advanced DRAWING TOOLS. The only thing I really feel like lacking is the option to set BOX SIZE on the basis of percentage % change in P&F charts. Rest is BREEZE....",absolutely awesome charting experience view tradingview functional smooth highly customisable tool set chartists around world features really without watchlists sections screeners pinescript creating customisable indicators notes offcourse worlds advanced drawing tools thing really feel like lacking option set box size basis percentage change pf charts rest breeze,0,0.27118263,-0.12496575,-1
Found it now. Thank you again. Handy to have when on the move to evaluate the markets.,found thank handy move evaluate markets,0,0.37829995,-0.04668853,1
Really simple and easy to use but would plead on the subscription price to be reduced,really simple easy use would plead subscription price reduced,2,0.32500407,0.3187778,-1
"App is very good but need is to real time option chain of indian market like nifty, banknifty and finnifty so please add this features.",good need real time option chain indian market like nifty banknifty finnifty please add features,0,0.29880354,0.07639889,1
Only thing is that it needs its own tutorial on site. Biught one on Udemy because you tube tutorials where not good.,thing needs tutorial site biught one udemy tube tutorials good,2,0.12136185,0.33707082,-1
amazing app for the beginners it easy and comfortable,amazing beginners easy comfortable,2,0.14787807,0.31931838,-1
I having a very good experience. This app is the most helpful and easiest app in the whole world,good experience helpful easiest whole world,2,0.19666313,0.43328243,-1
"When I was fifteen, I lost both of my legs. Sadness was my companion through the time since that happened. But when I tried this app, I started to feel like something growing inside me. It was my legs! Two months of using this app gives me big and beautiful legs. Now I can walk, run, jump, driving a car. Thank you TradingView for your perfect job!",fifteen lost legs sadness companion time since happened tried started feel like something growing inside legs two months using gives big beautiful legs walk run jump driving car thank tradingview perfect job,2,-0.022960009,0.24579164,2
good app lots of information current live and updated stock details tks,good lots information current live updated stock details tks,0,0.19982831,-0.0058773444,-1
"A one stop solution for folks who do investing in India and other international markets. The app interface is cool. The data and the content is rich the community is awesome. This app is something i personally use when I want to read all the news related to a specific stock identify the general idea about it from the ideas and the news feature. It is a great experience. Thankyou team for this great app, Kudos",one stop solution folks investing india international markets interface cool data content rich community awesome something personally use want read news related specific stock identify general idea ideas news feature great experience thankyou team great kudos,0,0.45707545,0.04510726,1
"The app is good on the phone and everything works well, but if I were to add one feature it would be a feature of a mirror on either of the top corners to help me see where I am placing my object because as a Elliott Wave trader I struggle with pinpointing where exactly I want to place my objects.",good phone everything works well add one feature would feature mirror either top corners help see placing object elliott wave trader struggle pinpointing exactly want place objects,2,0.024951989,0.3042508,-1
perfect app for chart reading,perfect chart reading,0,0.1703198,-0.39148122,-1
"The latest update made it easy to scroll through the timeframes AND your watchlist as well as some visual improvements. I'm loving the UX right now. I would love a similar feature for favorited Chart Types as well since I often swap between heiken ashi, candles, and line during analysis. Currently, that is a 3 click endeavor from the main chart screen. 2 is the minimum to not be noticeable",latest update made easy scroll timeframes watchlist well visual improvements loving ux right would love similar feature favorited chart types well since often swap heiken ashi candles line analysis currently click endeavor main chart screen minimum noticeable,3,0.07276014,-0.30118653,-1
"Tools and other facilities are wonderful. Howerver after recent update App working slow. It means like that, when we toggle between two different apps, and toggle time difference is more than 5 minutes, then it takes time load existing opened live chart. Using this app on enough bandwidth ao there is issue of internet slowness.",tools facilities wonderful howerver recent update working slow means like toggle two different apps toggle time difference minutes takes time load existing opened live chart using enough bandwidth ao issue internet slowness,1,-0.1679678,0.022350341,-1
"The current Brush tool is useless due to its too much auto correctiveness. We can not even draw a single arrow if we want. Neither we can write using it. If you can allow the user to adjust the smoothning according to his liking, then we won't even have to use any other tool. Lines, Structure tool, arrows and much more could easily be drawn with single brush tool. This would improve the functionality of brush to atleast 5 times. I know Trading View has a great core team and thousands of pr",current brush tool useless due much auto correctiveness even draw single arrow want neither write using allow user adjust smoothning according liking even use tool lines structure tool arrows much could easily drawn single brush tool would improve functionality brush atleast times know trading view great core team thousands pr,2,0.11756548,0.10351503,-1
it's very useful app for people who start trading.. in my mind of view.,useful people start trading mind view,2,0.15339233,0.16677813,-1
very informative and helps trading easier,informative helps trading easier,0,0.38200012,0.04296617,1
this app is so much better than any trade analysis app,much better trade analysis,0,0.27960193,-0.0878104,-1
"Great charts, cheap price, worth every penny",great charts cheap price worth every penny,0,0.2762625,-0.30431405,-1
If you like money's and charts it's more than ok!,like moneys charts ok,0,0.2781297,-0.3285388,-1
"I'll give 5 stars even though the last few days, the widget I have on my phone for prices of assets, has gone blank. I've tried updating, adding a new one instead and clearing cache and cleaning data. Everything shows up right in the app still. It's just the widget. I still love trading view. But how can I fix this please?",give stars even though last days widget phone prices assets gone blank tried updating adding new one instead clearing cache cleaning data everything shows right still widget still love trading view fix please,3,-0.19812198,-0.079830565,-1
"Really good app but only missing one thing in my opinion, colour coding! You can do it on the web but not on this and it makes it really difficult to switch quickly to the charts you have already drawn up. PLEASE PLEASE ADD THIS FEATURE.",really good missing one thing opinion colour coding web makes really difficult switch quickly charts already drawn please please add feature,0,0.09709205,-0.1281439,-1
"Super Great stock, Index, metal, crypto apps. I used it many times each week, but since this is not my main job I used the free version but I would be willing to pay some light fee by years/months for some basic indicators and save fonctions but it seems to have only one price for the everyday experts",super great stock index metal crypto apps used many times week since main job used free version would willing pay light fee yearsmonths basic indicators save fonctions seems one price everyday experts,0,0.342564,0.08271803,1
"Great app! My only complaint is that you cannot create or close paper trades. Would really like this feature as I'm still learning. Update: Thanks support! I didn't realize to close a trade, just make another in the opposite direction. I usually just right click and select ""close position"" in the Web app. Thanks for the help! 5 stars!",great complaint create close paper trades would really like feature still learning update thanks support realize close trade make another opposite direction usually right click select close position web thanks help stars,2,0.09805834,0.071621925,-1
great app to have had it now for years and very easy to use.,great years easy use,2,0.111949794,0.24261056,-1
"Totally loved this app at first use iteslf...!!! One request:- Possible to add small button on the chart itself to moveover to the next chart in the watchlist ( Chart to next Chart, then next and so on.....) . Instead of going out to watchlist, then scrolling down/up, then clicking to see the chart. Hope the team likes my suggestion. Thanks a lot 😊",totally loved first use iteslf one request possible add small button chart moveover next chart watchlist chart next chart next instead going watchlist scrolling downup clicking see chart hope team likes suggestion thanks lot,3,0.084472045,-0.35431826,-1
"great experience, just allow some more indicators in free version, thanks",great experience allow indicators free version thanks,2,0.20093995,0.18153156,-1
very handy for a seasoned trader,handy seasoned trader,0,0.3441871,0.11919455,1
"Before the app was quite difficult to navigate with a handheld device ,right now it's as easy abc ,due to the fact that the tabs and contents have been grouped and positioned at the bottom and it makes alot of sense. I sincerely love it .5star rating.",quite difficult navigate handheld device right easy abc due fact tabs contents grouped positioned bottom makes alot sense sincerely love star rating,2,-0.014565019,0.28302988,-1
"I just update the new tradingview. The new layout is just like iphone, and it's not fully efficient when make drawing on chart. I prefer the old one. Just like the pc layout. Luckily tradingview give an option to switch new layout or still using the old layout. I hope the old layout will stay or tradingview give options to choose between the new or old layout",update new tradingview new layout like iphone fully efficient make drawing chart prefer old one like pc layout luckily tradingview give option switch new layout still using old layout hope old layout stay tradingview give options choose new old layout,3,0.00531678,-0.32753617,-1
It is great app I use this regularly to analyse chart and it never ever lag from my pov it deserves more than 1000 stars.,great use regularly analyse chart never ever lag pov deserves stars,0,0.09802057,-0.24062994,-1
It was very attractive experience after using this application for analysing charts of all types . And one of the best platform for paper/virtual trading. In my opinion you should try this.,attractive experience using application analysing charts types one best platform papervirtual trading opinion try,0,0.39554492,-0.12332913,-1
"Excellent app, with very generous features. Would be great if you could make a video/written tute on how to get the most out of the app version - specifically exactly where and how to find various functions via the phone keypad, in the charts. Would also be nice if you could copy/paste the entire watchlist to create another and remove what you don't want from either - perhaps you can... I'll definitely upgrade once I can afford to Otherwise I'm most impressed & grateful - thanks a plenty !",excellent generous features would great could make videowritten tute get version specifically exactly find various functions via phone keypad charts would also nice could copypaste entire watchlist create another remove want either perhaps definitely upgrade afford otherwise impressed grateful thanks plenty,2,0.084695056,0.38604224,-1
"It's nice and easy,, great UI and UX usability,, smooth and compact and I also like the fact that as you arange how you'll look at the market,, you can also look at the signals,, from oscalators to moving average, giving ranges from buy and sell,, definitely a good app.",nice easy great ui ux usability smooth compact also like fact arange look market also look signals oscalators moving average giving ranges buy sell definitely good,0,0.4750983,0.041428834,1
It is very easy to use all indicators. Switch tool disappear from menu chart. That's get problem to drawing and indicator not showing on mobile chart . Currently trading view is not allowing me to use favourite indicator and stocks in watch list. We can use atleast 3 indicators .. it's true?,easy use indicators switch tool disappear menu chart get problem drawing indicator showing mobile chart currently trading view allowing use favourite indicator stocks watch list use atleast indicators true,3,-0.09177091,-0.20995358,-1
"my go to trading software/app for years, however the update.... since the update on my mobile, I can see the watchlist, but chart comes up with ""sorry, an error occured""... Update: thank you for advise, seems to be working fine now!",go trading softwareapp years however update since update mobile see watchlist chart comes sorry error occured update thank advise seems working fine,3,-0.18850994,-0.15445565,0
Request . If some1 from the app team read this. You need to add more data bars for user to backtest their indicators. You can design a package in which user can only pay for backtest data for each symbol individually. Please this is my favourite technical analysis platfrom nothing comes close to it but we dont have enough money to pay pro + monthly. Please do consider this request Thanks,request team read need add data bars user backtest indicators design package user pay backtest data symbol individually please favourite technical analysis platfrom nothing comes close enough money pay pro monthly please consider request thanks,0,0.2863175,-0.084566064,-1
"Great app it's easy and advanced at the same time. There's some issues with the new update such as, you can't change the style of an indicator and color. Second, the app used to give free users 3 indicators, now it allows 2 indicators only.",great easy advanced time issues new update change style indicator color second used give free users indicators allows indicators,1,-0.24346383,0.061272483,-1
Quite simply the best trading app that exists. There isn't another company that keeps charting as seamless as TV. Add in the mobile integration as well and you have a very enjoyable mobile trading experience. Yes it has a few UI quirks but there's nothing that's quite like it,quite simply best trading exists another company keeps charting seamless tv add mobile integration well enjoyable mobile trading experience yes ui quirks nothing quite like,0,0.39895916,-0.009275919,1
Its pretty good but... It would be nice to be able to see all the news that is coming out for the day on any pair and no matter how impactful it is. Also choosing the type of impactful news to be displayed while trading would be great. it might be a bit confusing what im trying to explain.,pretty good would nice able see news coming day pair matter impactful also choosing type impactful news displayed trading would great might bit confusing trying explain,0,0.36820087,0.024510909,1
"Thanks for these wonderful app Easy to Figure out all Markets trends .And also with the smoothest Chart that Helps a trader to trade in an easy way. I give these app five 🌟 🌟🌟🌟🌟 because I've never seen any app like it,that have a precises Information about the market news and fluctuations. I will like to give a suggestion about market ranges that the chart app Have in. I figure out that the ranges between 1 to 1000 worked very well.PLEASE ADD 1500 TO 2000 RANGES ON THE CHART.",thanks wonderful easy figure markets trends also smoothest chart helps trader trade easy way give five never seen like itthat precises information market news fluctuations like give suggestion market ranges chart figure ranges worked wellplease add ranges chart,0,0.35072225,-0.34925032,-1
"Unrivaled and unique.I always want it to be available to me, and when I use it, it is enjoyable and informative. It is one of the necessities when trading, it is your friend and helper, and it is always providing assistance and service.It is very useful. It is a constant friend for many amateur and professional traders. It improves itself every day to serve you more and better. It is always updated so that you can get the best profit from your abilities. It sincerely wants to be your strong arm",unrivaled uniquei always want available use enjoyable informative one necessities trading friend helper always providing assistance serviceit useful constant friend many amateur professional traders improves every day serve better always updated get best profit abilities sincerely wants strong arm,2,0.36425513,0.24215482,-1
Excellent Please update the trading view on Android and tab so we can easily access the time frame from the toolbar below. It's very stressful to always click the drop menu to access it. It was like that before the new interface,excellent please update trading view android tab easily access time frame toolbar stressful always click drop menu access like new interface,3,-0.018478524,-0.08536524,-1
"Not one of the best. This is the one and only best application for chart reading and virtual trading. Although it doesn't have options charts, we can read all the index, equity, commodities, crypto and currency charts. Love this application. 😌",one best one best application chart reading virtual trading although options charts read index equity commodities crypto currency charts love application,0,0.42304286,-0.25915095,-1
