content,clean_content
The best web app to mobile app transition I have seen in long time. kudos,best web mobile transition seen long time kudos
wonderful team. but pls reduce subscription amount for beginners..,wonderful team pls reduce subscription amount beginners
"Clear charts, options to choose the colour of your candlestick choice and a real time zone and also indicators are available",clear charts options choose colour candlestick choice real time zone also indicators available
the app is really good 👍 because it's really easy to analyze market trends on their platform ✌️,really good really easy analyze market trends platform
"It is a great App, Everything is best: The UI, Indicators, etc. You can also connect your broker but is has a big problem with me nowadays. From 3 days the graph of $BTCUSDT timeframe 5m is just a straight line. I have used other apps where the graph works fine but on TradingView it's just a freaking straight line. I don't have any low device or connectivity issues but the graph isn't fine. Otherwise it's a great app! Edit: I reinstalled the app and the problem is fixed🙂♥️",great everything best ui indicators etc also connect broker big problem nowadays days graph btcusdt timeframe straight line used apps graph works fine tradingview freaking straight line low device connectivity issues graph fine otherwise great edit reinstalled problem fixed
"Ok, but need to increase more than 3 indicators for the free version",ok need increase indicators free version
It gives you everything you need for effective and efficient training,gives everything need effective efficient training
"the best application trading view, market analysis a very helpful application. thank you for trading view and I wish future tradingview very update application right now. 🤝☺️",best application trading view market analysis helpful application thank trading view wish future tradingview update application right
one of the best 👌 App need to provide 2 more free indicators for better experience,one best need provide free indicators better experience
"I am using it for the first time, but as a trader, I consider it has on the screen all what I need, in a clean and very intuitive interface. Had to get used to the long taps and single taps to show the data per candlestick and navigate along the graphic, but once I got it I loved It. Easy to connect brokers, and a very nice feature is the paper trading (demo trading) that has real time/real market data to practice risky trades without the risk of losing your real money. Excelent app!",using first time trader consider screen need clean intuitive interface get used long taps single taps show data per candlestick navigate along graphic got loved easy connect brokers nice feature paper trading demo trading real timereal market data practice risky trades without risk losing real money excelent
"I was expecting some drawbacks compared to the Web version, but, actually, I'm really impressed Edit: small issue regarding screen size issue on 24 ultra. When in dark mode, there's a really bright border around the left size of the screen when in horizontal mode. Also a snap function when placing horizontal lines by holding the line on a high/low for example would be awesome. Edit in response to devs: Sounds like your job.",expecting drawbacks compared web version actually really impressed edit small issue regarding screen size issue ultra dark mode really bright border around left size screen horizontal mode also snap function placing horizontal lines holding line highlow example would awesome edit response devs sounds like job
I love the fluidness in the way it works with my brokerage! the integration of indicators with decision making.,love fluidness way works brokerage integration indicators decision making
"Easy to navigate, lots of tips for beginners. Enjoy.",easy navigate lots tips beginners enjoy
"TradingView is the best app, you get everything at your fingertips 👌🏽 & it makes analytics easy.",tradingview best get everything fingertips makes analytics easy
Best trading strategy tool for all types of Tradera and easy to understand for beginners.,best trading strategy tool types tradera easy understand beginners
My strategy is near perfect with trading view alerts. it's means everything right now.,strategy near perfect trading view alerts means everything right
awesome platform for analysis. add one more number of indicator to use in chart for free.,awesome platform analysis add one number indicator use chart free
Perfecto This app offers 💯 trading skills if you study and I Love the fact that its free You can use it to analyse the market too,perfecto offers trading skills study love fact free use analyse market
Trading View is one of the best platform where I am working I suggest all of you to invest your funds safely here and receive profit on daily basis I am receiving profit daily basis on a very high margin I am very happy by working there there interface is very good looking and easy to handle their deposit and pay out methods are so instant and very delightful.,trading view one best platform working suggest invest funds safely receive profit daily basis receiving profit daily basis high margin happy working interface good looking easy handle deposit pay methods instant delightful
"who in heaven wouldn't want to rate TradingView.. like tf, this app has no fault.. it's the most useful free App or software in the world",heaven would want rate tradingview like tf fault useful free software world
"speed, easy, and manageable. works well with other. your hired. lol",speed easy manageable works well hired lol
"it's a good app. very efficient, but try to include brokers like exness",good efficient try include brokers like exness
that's s is the best Iwan best chart app so far on a desktop so much stuff good I have nothing recommend to improve so keep it up 5 star's ⭐⭐⭐⭐⭐,best iwan best chart far desktop much stuff good nothing recommend improve keep stars
"am so happy I came across this app ,c/s always respond n they're quick and friendly, happy I found it.",happy came across cs always respond n quick friendly happy found
great app for analysis and really help me a lot in understanding the chat..,great analysis really help lot understanding chat
still very enjoyable to use but can you please make it available on meta quest vr as an app,still enjoyable use please make available meta quest vr
"literally the best ever app for learning and doing live trading also, hats off 👏",literally best ever learning live trading also hats
The best platform to use for trading and there's a wide range of indicator to help you improve your trading skills.,best platform use trading wide range indicator help improve trading skills
"Great app, makes technical analysis extremely easy/ user friendly",great makes technical analysis extremely easy user friendly
Awesome. Very smooth and informative charting.,awesome smooth informative charting
"Good App to Analyze The charts for Trading. All Types of Charts are available Like Stocks , Crypto , Forex , Bonds Etc",good analyze charts trading types charts available like stocks crypto forex bonds etc
"Before the last update the app wouldn't load data after switching to any other app and back. That problem seems to be fixed now but I keep getting notifications on the desktop browser that my phone is also logged in even though the app isn't open, probably just running in the background. Otherwise great app! EDIT: You fixed it, 5 stars from me now!",last update would load data switching back problem seems fixed keep getting notifications desktop browser phone also logged even though open probably running background otherwise great edit fixed stars
excellent though very complicated app that I depend on every day!,excellent though complicated depend every day
not easy but good if. they provide free plans for some time,easy good provide free plans time
"I love tradingview. Not only is it a great platform for the obvious reasons: researching, studying, viewing current statuses and movements and charting of stocks,indices,ETF'S, currencies,crypto, etc etc it is also has heart to it. I can always sense alot of love, dedication, hard work-blood,sweat and tears go into making it so great. And I bet your team are all a group of friends working, not hust colleaugues. It carries over into the deliverance. Then of course, the accuracy,reliability 10/10.",love tradingview great platform obvious reasons researching studying viewing current statuses movements charting stocksindicesetfs currenciescrypto etc etc also heart always sense alot love dedication hard workbloodsweat tears go making great bet team group friends working hust colleaugues carries deliverance course accuracyreliability
"This is such a good app and the team behind it are definitely brilliant people. There's no hidden subscription trick to tie you into a year membership. They're very transparent and the app itself is fantastic. Any app that is functional without paying, deserves my money for the membership. And that's what I will be doing when I can! Thank you Tradingview Team.",good team behind definitely brilliant people hidden subscription trick tie year membership transparent fantastic functional without paying deserves money membership thank tradingview team
"Thanks for new update but I am waiting for the feature where I can to go next chart from one chart without going back. Hopefully we will get it in upcoming release. I am really enjoying using trandingView. Thanks for making it. Will add two start when I will get this feature in the app. Lovely, I can see this one with latest update. I love it. Adding 2 stars. Amazing work are you doing guys.",thanks new update waiting feature go next chart one chart without going back hopefully get upcoming release really enjoying using trandingview thanks making add two start get feature lovely see one latest update love adding stars amazing work guys
"Changing from 5 to 4 stars. Subscribed to this for years but won't renew. For over 2-3 years, the same bug still exists: changing networks, such as wifi to mobile or back, prevents charts from updating. Only fix is killing the app and restarting it. So tired of this step. No, it's not WebView. It's you, trading view.",changing stars subscribed years renew years bug still exists changing networks wifi mobile back prevents charts updating fix killing restarting tired step webview trading view
Everything is well and good but tradingview should not charge for small stuff.like indicator panels etc.,everything well good tradingview charge small stufflike indicator panels etc
"It's a legit and trustworthy platform. ""TradingView Bot has transformed my trading experience! With its intuitive interface and powerful features, I can automate my strategies effortlessly. The real-time market analysis and customizable alerts keep me informed, ensuring I never miss a trading opportunity. Whether you're a novice or a seasoned trader, this bot is a game-changer, enhancing precision and efficiency in your trading journey. Highly recommend!""",legit trustworthy platform tradingview bot transformed trading experience intuitive interface powerful features automate strategies effortlessly realtime market analysis customizable alerts keep informed ensuring never miss trading opportunity whether novice seasoned trader bot gamechanger enhancing precision efficiency trading journey highly recommend
"This app is extremely good for charting and in this app we can make our personal indicator through coding,it really helps in trading",extremely good charting make personal indicator codingit really helps trading
no one can beat trading view in charting. In simple words it is the best tool in the world.,one beat trading view charting simple words best tool world
"Simply the best! I use this with my Viture XR pro glasses and I have a 135"" screen using my phone.",simply best use viture xr pro glasses screen using phone
"yow just updated my tradingview app honestly I'm impressed every update comes with surprises , eg the redlist can be hidden now",yow updated tradingview honestly impressed every update comes surprises eg redlist hidden
"Among the top three I have tried, but expensive for the average beginner OTC trader.",among top three tried expensive average beginner otc trader
",‼️‼️‼️‼️once I deleted all the indices then the index watchlist has removed permanently. how I come it back again . at non subscription mode... please help 🙏",deleted indices index watchlist removed permanently come back non subscription mode please help
"charts not opened not show , many time uninstall and reinstall but not help, kindly resolve the issue. help center also not opened",charts opened show many time uninstall reinstall help kindly resolve issue help center also opened
very user friendly and quick access. chart reading is too good,user friendly quick access chart reading good
"keep it up the good work for us as forex traders, since I downloaded this app, I'm a profitable trader everyday. thank you management and a team of Trade View",keep good work us forex traders since downloaded profitable trader everyday thank management team trade view
"The best App for trading view and track all market, the app is too simple and easy to understand.",best trading view track market simple easy understand
please give an option to edit the shortcut keys because it's too annoying that a single touch on space bar opens a new chart,please give option edit shortcut keys annoying single touch space bar opens new chart
"very interesting and Unique, but the money policies that are included in the program every minute are not interesting at all, and even tormented Reducing options at any moment causes this app and refer to other apps.",interesting unique money policies included program every minute interesting even tormented reducing options moment causes refer apps
"nice app,but recently i can't sign in using my google account even to sign up for a tradingview view account",nice appbut recently sign using google account even sign tradingview view account
"I love you guys, you made everything about trading easy & very accessible (Thank You)❤️.....I can't imagine a world of trading without tradingview🥺",love guys made everything trading easy accessible thank youi imagine world trading without tradingview
"A very nice app which brings updates on current market price,,,also clean candles and very good settings",nice brings updates current market pricealso clean candles good settings
"best chart viewing app I really love it, it's work smoothly even mobile and personally I use this app in Mobile",best chart viewing really love work smoothly even mobile personally use mobile
very good app special for trader. Having good features for market tracking and data.,good special trader good features market tracking data
The best platform to get an accurate chart for any kind of indexes and stocks,best platform get accurate chart kind indexes stocks
please add alert option for free subscription and real data trade for free. Thank you.,please add alert option free subscription real data trade free thank
Started following trade signals recently and this app have proved to give simple in depth information. Its a good one for me,started following trade signals recently proved give simple depth information good one
Trading view is a powerful tool when it comes to analyzing Markets . it's effective and I like it .,trading view powerful tool comes analyzing markets effective like
very good experience eith trade view but their is only one problem that we can only paper trade in crypto in dollars and not in other things in indian currency,good experience eith trade view one problem paper trade crypto dollars things indian currency
love everything about the app.It makes my trading analysis easy ...the interface is very simple,love everything appit makes trading analysis easy interface simple
very good indicator ..simple and easy to use .. thanks trading view team !,good indicator simple easy use thanks trading view team
excellent features available in the free version. very easy to use.,excellent features available free version easy use
All functionalities of the desktop app on a mobile. Superb usability!,functionalities desktop mobile superb usability
This is the best trading platform but it is too costly as compared to dollars we have Indian currency which is very low compared to usd currency.,best trading platform costly compared dollars indian currency low compared usd currency
"a great app.. just the free features are very useful, and premium is really good aswell",great free features useful premium really good aswell
good looking chart but multiple watchlist features not available. it's not good,good looking chart multiple watchlist features available good
"Excellent Performance and Experience from using this app, it's a 9,5 out of ten..🥰😊🙌",excellent performance experience using ten
a salute to the Devs. no where some one will find more tools than TV.,salute devs one find tools tv
Excellent app for both technical analysis (TA) and running/coding indicators to get confirmation or an edge in trading. Can also connect to your broker or a paper trading account to test out automated buy/sell strategies.,excellent technical analysis ta runningcoding indicators get confirmation edge trading also connect broker paper trading account test automated buysell strategies
This app is perfect for analyzing the market. It makes things easier,perfect analyzing market makes things easier
love the app and all the features. indicators really help me on my trading journey,love features indicators really help trading journey
it's is very reliable the best platform to analyze and before you leap,reliable best platform analyze leap
Precise and useful for good analysis. I love this positive improvement.,precise useful good analysis love positive improvement
I can't imagine anyone trading stocks or crypto doesn't use this App! It is the best App!,imagine anyone trading stocks crypto use best
"It's a great app, but the bad news is "" YOU CAN NOT CREATE ALERT IN BASIC """,great bad news create alert basic
A well-crafted/smooth experience for looking at a busy chart.,wellcraftedsmooth experience looking busy chart
"The new update is making issue, chart view is not good right now please check and adjust like before",new update making issue chart view good right please check adjust like
"trading view platform is the best , dont have any problems still figuring it out but I'm happy so far",trading view platform best problems still figuring happy far
"my mt5 always reset itself. when opened, no chart is showed. need to uninstall and install again",mt always reset opened chart showed need uninstall install
this app is very useful and good working with good indicators and trusted applications in trading view,useful good working good indicators trusted applications trading view
"It is one if the best charting apps but I don't use as it much since they dropped the amount of free indicators to 2 only but its their app they can do what they want it, I just use it less becuase of alternatives like mt4 that doesn't have any of those limits. Paid version is worth it for a full time trader but as a casual trader with only two indicators to use it will discourage you to use the app. Apart from that its a great app",one best charting apps use much since dropped amount free indicators want use less becuase alternatives like mt limits paid version worth full time trader casual trader two indicators use discourage use apart great
"i have been using trading View for free 3 years , thank you for your support because we unable to purchase pro but free is still best for us thank you",using trading view free years thank support unable purchase pro free still best us thank
"Great for trading analysis, as I understand it let's you operate as well, although I haven't done that, yet",great trading analysis understand let us operate well although done yet
Awsome app and very usefull. but only coandle speed very slow.,awsome usefull coandle speed slow
Guys please upgrade the positions tool it's very primitive it's good but not good enough,guys please upgrade positions tool primitive good good enough
best app. M trading also improved. no lag no glitches simply smooth ❤️,best trading also improved lag glitches simply smooth
it's amazing the view of the market it's clear I really enjoy it alot❤️,amazing view market clear really enjoy alot
Exceptionally good and user friendly. Please provide opportunity at least two time in a year for black friday sale. It will not be beneficial for me like people but also generate revenue for your company.,exceptionally good user friendly please provide opportunity least two time year black friday sale beneficial like people also generate revenue company
Very nice charting platform.. works without any lags.,nice charting platform works without lags
best chart analysis platform ever made but pliz make the replay service be free i kindly request you guys,best chart analysis platform ever made pliz make replay service free kindly request guys
love the app. something wrong today nothing shows on calender. but still awsome,love something wrong today nothing shows calender still awsome
"best app to analyze charts , u won't know how good it is ,if u choose not to use it",best analyze charts know good choose use
excellent. even a basic tradingview chart can help to take perfect trade.👌👍,excellent even basic tradingview chart help take perfect trade
it's good because this app contact with dhan . dhan was a good platform of every trader .💲💲💲,good contact dhan dhan good platform every trader
perfect.. so professional and easy to use..,perfect professional easy use
I really love the drawings in and symbols in this app they simply everything,really love drawings symbols simply everything
it's very useful app for beginner to advanced level .,useful beginner advanced level
well structured app and easy to use even as a beginner,well structured easy use even beginner
wonderful app. have all basic and financial knowledge about the each stock.,wonderful basic financial knowledge stock
cool AF and the charts are so cools and multiple tools make it so interesting,cool af charts cools multiple tools make interesting
beautiful experience so far with the premium subscription,beautiful experience far premium subscription
"been years using this app with no issue, but lately it will force closed on every open app, any idea why this happen?",years using issue lately force closed every open idea happen
"Amazing, everything flows so perfectly on the Android s10. If I had a wish list I wish I could have full dark mode with everything black. Also a one click option when you want to calculate a long position or date and price change. It's always a chore to do these on any device in fact. I love the Halloween and Christmas effects too.",amazing everything flows perfectly android wish list wish could full dark mode everything black also one click option want calculate long position date price change always chore device fact love halloween christmas effects
Way better on a computer but I absolutely love TradingView,way better computer absolutely love tradingview
easy to use and perfect app for data and chart analysis,easy use perfect data chart analysis
very easy to navigate and well documented,easy navigate well documented
"Edit: I'm actually amazed that you added what I wanted into the app, thank you what An amazing team. Perfect companion app but I wish it would label on the app like it does when your in browser Edit. Thanks for the response I mean when you flag pairs/symbols red/blue/purple etc on your pc, if it would do that on your phone aswell highlight the pairs your trying to watch as I often forget what I'm watching.",edit actually amazed added wanted thank amazing team perfect companion wish would label like browser edit thanks response mean flag pairssymbols redbluepurple etc pc would phone aswell highlight pairs trying watch often forget watching
"Good app, just the new update sucks, no longer able to go to chart by clicking items at wishlist. At least make it an option when implementing new features. This goes for the new chart layout, new toolbar placement with no option to keep the old layout. Edit Thanks for the response, it helps, hope for the best",good new update sucks longer able go chart clicking items wishlist least make option implementing new features goes new chart layout new toolbar placement option keep old layout edit thanks response helps hope best
Can you make a lighter version of the app for slower or older android,make lighter version slower older android
Great interface. really easy to understand.,great interface really easy understand
"The Great Trading tool! Ever. I have been using this Tradingview Mobile app for 8 months. Loved it. Smooth and flow of the app great. UI is Smooth as Liquid. Feature are convienent to use for moment to moment. Especially, New update is comfortably to use in One hand as all Bars switched to Down now. Note: some people may find difficult initially whoever used to previous version. But once use this new version and can get used to it. It become more Convienient than previous.",great trading tool ever using tradingview mobile months loved smooth flow great ui smooth liquid feature convienent use moment moment especially new update comfortably use one hand bars switched note people may find difficult initially whoever used previous version use new version get used become convienient previous
"Final edit, it looks like the app signed me out when it upgraded which hadn't happened on previous updates. When I clicked on Menu, my user name was displayed and it said I was 'online' so I assumed I was logged on. Maybe some gremlin there, because I wasn't logged on, if it said 'logged out' it would have been obvious. Now I've logged back in the Wishlist displays ok.",final edit looks like signed upgraded happened previous updates clicked menu user name displayed said online assumed logged maybe gremlin logged said logged would obvious logged back wishlist displays ok
"Superb app.. But the recent update is of no use.. If it's not fixed, I am swapping to other charting app.. Don't know what your team is looking up to.. The same thing happened in the last update too but god saved me as it had an option to keep to previous UI. Updates are meant for better app experiences but with trading view its totally opposite..",superb recent update use fixed swapping charting know team looking thing happened last update god saved option keep previous ui updates meant better experiences trading view totally opposite
"it's very good app on mobile but some issue there when I open some script it show ""reconnect or report an issue"" how I clear the issue suggest please. if clear the issue I think it's one of the top app for technical & fundamental.",good mobile issue open script show reconnect report issue clear issue suggest please clear issue think one top technical fundamental
"Wonderful and money making machine platform. Having fun in life with Trading View. I would recommend for anyone to only kept it in your phone but nothing doing with that app , Only see Chart , Result will be given as a Reward . Regards Adnan Malik",wonderful money making machine platform fun life trading view would recommend anyone kept phone nothing see chart result given reward regards adnan malik
"Been using them for years. They have been perfect even the customer service is quick , Always improved and making it a better user experience.",using years perfect even customer service quick always improved making better user experience
"When someone deleted their layout, can it be like trashed for like 48 hours or something before the final deletion. I just deleted my layout without reading what was written there very well and lost all my markings, tests, notes and outlook, With all my analysis from last week and this week which I was going to review during the weekend 🥲",someone deleted layout like trashed like hours something final deletion deleted layout without reading written well lost markings tests notes outlook analysis last week week going review weekend
Hello I'm a 50 year old student. Also brand new investor and trader. Trading view is super simple and easy to navigate. Out of all the trading platforms I stand by trading view for myself and will recommend to all my friends and family. Continued success,hello year old student also brand new investor trader trading view super simple easy navigate trading platforms stand trading view recommend friends family continued success
"app is satisfied 😃, there is volume option on crypto screener i tried to set it on 1hr , 1min but it cant be changed from 1 day / 24hr, so if this can be fix this is more useful. Thanks 👍",satisfied volume option crypto screener tried set hr min changed day hr fix useful thanks
Graph not static. Able to zoom in and out to see clearly the graph. Trading view is vey helpful in my trade.,graph static able zoom see clearly graph trading view vey helpful trade
"please add the 5 free alerts again, you're a global platform and you should be considering all traders, beginners as well. It's a very useful feature, please don't do this",please add free alerts global platform considering traders beginners well useful feature please
"Great charts with plenty of tools to trade with, it could use a system of ""paper trades"" which lets users place trades using fictional dollars to test and learn as if it were a game until they are confident enough to put real money on the line, how cool would that be?",great charts plenty tools trade could use system paper trades let us users place trades using fictional dollars test learn game confident enough put real money line cool would
"the magic app for beginners,I took 5 signal accuracy with This app and it's work perfectly live market 🙏❤️. keep going. if U know little how to use well I tell U U don't need Gurru Guy's from YouTube free signal that one are fake learn This app guy. good luck all",magic beginnersi took signal accuracy work perfectly live market keep going know little use well tell need gurru guys youtube free signal one fake learn guy good luck
"Incredibly a real and great tool for analysis, with pertinent instruments all complete. The interface is great also",incredibly real great tool analysis pertinent instruments complete interface great also
Still the best but still could learn some practicall things from MT5 like the easy way to change the time frame and trading interface.,still best still could learn practicall things mt like easy way change time frame trading interface
this is definitely one of the best free apps available for stock and crypto trading and worth the upgrade when you get more serious with your trading. I highly recommend it.,definitely one best free apps available stock crypto trading worth upgrade get serious trading highly recommend
Monthly subscription is very costly. It would be better if it's between 100 to 200 micro subscription depending on usage,monthly subscription costly would better micro subscription depending usage
My experience with the app has been great and wonderful...I'm considering it the best chart platform whereas Tradingview has completely changed my trading experience👏,experience great wonderfuli considering best chart platform whereas tradingview completely changed trading experience
Really like the UI and smoothness of the aap but should add more feature access to the free version like upto 5 indicators,really like ui smoothness aap add feature access free version like upto indicators
its a very nice app. any one who have a phone or a pc \ leptop can analysis market. in the app you get more and more indicators. and others fesile,nice one phone pc leptop analysis market get indicators others fesile
Extremely admirable! It gives perfect Alerts on SUPPORT & RESISTANCE. Please add SPLIT WINDOW option and 4 indicators in free version like pro. 👍,extremely admirable gives perfect alerts support resistance please add split window option indicators free version like pro
This is a great app for trading. But it could be headache sometimes trying to move a horizontal line from point A to B.,great trading could headache sometimes trying move horizontal line point b
Very good app. Only concern is rates are very high for premium subscription. If process are reduced all will subscribe.,good concern rates high premium subscription process reduced subscribe
"Love the app, but I would like to see the performance section added. It's on the web and I always look at it. It's not a deal breaker tho.",love would like see performance section added web always look deal breaker though
"very helpful app. Easy to use, lots of tool and indicator. However please add screener function to this app like website version🙏🏻",helpful easy use lots tool indicator however please add screener function like website version
I love all the signals they have. I give it a 5 star because I am still learning everything but this is the best way to analyze the stocks you are watching,love signals give star still learning everything best way analyze stocks watching
"What must I say. TradingView is just great. Simple to use, and everything is clearly visible to you! Highly recommend it.",must say tradingview great simple use everything clearly visible highly recommend
"The app stopped working after last update. Otherwise until then pretty good. And few days later it is working again, so I change my rating to 5.",stopped working last update otherwise pretty good days later working change rating
This type of app is what I have been looking for long. But my chart page is not opening for me to see clearly the direction of the market.,type looking long chart page opening see clearly direction market
"As I'm learning ICT concepts, so it's the best way to use demo account for real trading like feelings and testing the knowledge. Thank you.",learning ict concepts best way use demo account real trading like feelings testing knowledge thank
Really good as a guideline app. You could learn so much from the platform and it's incredibly easy to use. 10/10,really good guideline could learn much platform incredibly easy use
It is very easy to navigate the chart and the app is loaded with tools that make trading experience easy.,easy navigate chart loaded tools make trading experience easy
App works well to provide a list of stocks I'm watching for a quick check. Graphs are pretty good for mobile.,works well provide list stocks watching quick check graphs pretty good mobile
"Best trading app ever! I really love it. From the smooth and attractive software, to the highly comprehensive execution process, everything is excellent 👍👍 Great shout-out to the developers, you did a wonderful job👏 The only issue is that, it has a limited number of brokers on the application and many other brokers, including the one I'm trading with, is not available on the tradingview app. Please make a vast option of brokers available, just like it is on other trading platforms.",best trading ever really love smooth attractive software highly comprehensive execution process everything excellent great shoutout developers wonderful job issue limited number brokers application many brokers including one trading available tradingview please make vast option brokers available like trading platforms
easy to just open this up and look at where your stocks are for the day and be done without having to sit on the computer all day long because you're interested in the stock market,easy open look stocks day done without sit computer day long interested stock market
I find the u/I to be very straightforward and intuitive. Recent changes were easy to navigate and so far seem to reduce screen space used for tools so it's easier to mark up the chart on mobile. Overall a good app with a lot of the web version functionality in a compact format.,find youi straightforward intuitive recent changes easy navigate far seem reduce screen space used tools easier mark chart mobile overall good lot web version functionality compact format
"Suggestion: we need a feature in tradingview where we can check top gainers, loser coins also filter out coins on top 24hr volume and 24hr change% like in Binance. So that a user can easily find good coins for trading in the tradingview and do T.A on same app instead of switching from one to another, this is must for crypto alts coins. This feature is Very necessary and Important.",suggestion need feature tradingview check top gainers loser coins also filter coins top hr volume hr change like binance user easily find good coins trading tradingview ta instead switching one another must crypto alts coins feature necessary important
"Drastically improved my Investments and returns. Ive picked so many great stocks from this alone in the last few months. I'm subscribed to the pro version because it's worth every penny. Suggestions: please introduce a feature to LOCK the height of the indicator rows because when we slide the fingers across the screen, the row height sometimes gets altered and gets messy.",drastically improved investments returns picked many great stocks alone last months subscribed pro version worth every penny suggestions please introduce feature lock height indicator rows slide fingers across screen row height sometimes gets altered gets messy
"It's undoubtedly the best, please just add the option like in the last version to toggle the option to turn on/off the accessibility, quick tools on the left hand side, you've left no option to choose but disabled it entirely. Please let the users choose to swich between the old and new.",undoubtedly best please add option like last version toggle option turn onoff accessibility quick tools left hand side left option choose disabled entirely please let users choose swich old new
"I am dilkhush dhakad Unfortunately, we no longer support the older interface version. We understand that it may feel unfamiliar and frustrating, but it was made to provide more space for charts and to allow us increase the performance and stabilityVery useful for a small investor who likes to be independently learn the basics of technical aspects of charts, but the only thing which obstruct an investor like me is the control of the app. by you. The basic app is free of any cost",dilkhush dhakad unfortunately longer support older interface version understand may feel unfamiliar frustrating made provide space charts allow us increase performance stabilityvery useful small investor likes independently learn basics technical aspects charts thing obstruct investor like control basic free cost
"Hello TradingView Team, I would like to request a feature enhancement regarding the stock screener's position on the chart layout. Currently, the screener is fixed at the bottom of the screen, but it would be highly beneficial if we had the option to move it to the left side of the screen, replacing the watchlist. This flexibility would allow users like myself to simultaneously monitor live day change data in the screener while having the chart more centered or on the right side. It will great",hello tradingview team would like request feature enhancement regarding stock screeners position chart layout currently screener fixed bottom screen would highly beneficial option move left side screen replacing watchlist flexibility would allow users like simultaneously monitor live day change data screener chart centered right side great
"Great app... User friendly, pls keep up the good work",great user friendly pls keep good work
"Very useful for a small investor who likes to be independently learn the basics of technical aspects of charts, but the only thing which obstruct an investor like me is the control of the app. by you. The basic app is free of any cost, but you control the app at your end and change the parameters according to your wishes. I have found the app useful apart from the above mentioned topics.",useful small investor likes independently learn basics technical aspects charts thing obstruct investor like control basic free cost control end change parameters according wishes found useful apart mentioned topics
This app is so really good and It's help me at my trading journey I highly recommend to all of you,really good help trading journey highly recommend
"TradingView makes it very easy and convenient for me to access the financial markets, it's the best there is.",tradingview makes easy convenient access financial markets best
"Congratulations! Very very very nice app! Just one problem: I cannot change between Chart Layouts (templates). Is there a way to do this? Then I would give you of course a 5 star rating, cause you totally deserve it.  Edit: Problem solved. Actually my mistake, cause there was no problem from the beginning. The upper option was already there. Change my review to 5 stars. Thank you again for your quick response. (just inform your support team about this option, cause they answered in a support ticket that I opened, that there is no such option, cause the Android App has less functionality than the web version).",congratulations nice one problem change chart layouts templates way would give course star rating totally deserve edit problem solved actually mistake problem beginning upper option already change review stars thank quick response inform support team option answered support ticket opened option android less functionality web version
When you hide the indicators using the hide option (using the eye icon fx symbol) in the drawing panel the indicators are hidden.That's good.But when you try to draw something on the chart the indicators are made to unhide automatically.What kind of feature is this?Why would anyone would wanna see their indicators while drawing especially when they have opted out to not see. Edit : I'm very glad that now this problem has been fixed. I'm very thankful as this was very cumbersome.,hide indicators using hide option using eye icon fx symbol drawing panel indicators hiddenthat goodbut try draw something chart indicators made unhide automaticallywhat kind feature thiswhy would anyone would want see indicators drawing especially opted see edit glad problem fixed thankful cumbersome
Great Application. Keep improving. Thank you.,great application keep improving thank
Really good app. Unfortunately there are still a few bugs like the name of the stock being pinned to the left of the price axis and covering exactly the recent price action. Or the price axis taking up almost a third of my screen...... Edit: staff replied super quick and resolved one of the two above problems. Very impressed.,really good unfortunately still bugs like name stock pinned left price axis covering exactly recent price action price axis taking almost third screen edit staff replied super quick resolved one two problems impressed
"9 December. Seems app now works excellent. No delays on open nothing.. just perfect! Much Better!!! Editing the review, cause this last update on 16/9 makes big big lag when loading charts... I'm running 2 different Android phones on Android pie, different networks... Swapping better assets and opening charts there's a big delay and need clear a cache... Please check it",december seems works excellent delays open nothing perfect much better editing review last update makes big big lag loading charts running different android phones android pie different networks swapping better assets opening charts big delay need clear cache please check
"I am a beginner and have thoroughly enjoyed using the app. I have, over the last 6 weeks, gradually improved my understanding of the beginner's tools. Also getting familiar with the functionality. I understand that there are links to direct trading but not sure if this is applicable to all stock markets. The reason for my learning technical analysis was that as a log term investor , I have missed several opportunities to exit my holdings over the last 2 decades and learning technical analysis and familiarizing with one platform would serve me well. I endeavour t o subscribe to the platform once I have improved my skills. In the mean time , this is a great platform for learning using multiple tutorials and other youtube videos and online educational materials. Thank you. I can add only one further comment. I am planning to invest in a 32 inch touch screen monitor to improve the analysis as the Note 9 is a very small screen.",beginner thoroughly enjoyed using last weeks gradually improved understanding beginners tools also getting familiar functionality understand links direct trading sure applicable stock markets reason learning technical analysis log term investor missed several opportunities exit holdings last decades learning technical analysis familiarizing one platform would serve well endeavour subscribe platform improved skills mean time great platform learning using multiple tutorials youtube videos online educational materials thank add one comment planning invest inch touch screen monitor improve analysis note small screen
